Log: Subject 37
Current Time,Time (ms),Heart Rate (BPM),EDR,Event
12:12:31.2933,2235107,81,243,
12:12:32.2232,2236035,81,244,Experiment started
12:12:33.1245,2236938,81,528,Experiment started
12:12:34.0042,2237816,81,242,Experiment started
12:12:34.8408,2238653,81,527,Experiment started
12:12:35.6927,2239507,81,528,Experiment started
12:12:36.5241,2240335,81,528,Experiment started
12:12:37.2977,2241111,81,529,Experiment started
12:12:38.0519,2241861,81,462,Experiment started
12:12:38.8297,2242640,81,528,Experiment started
12:12:39.7016,2243514,81,529,Experiment started
12:12:40.5290,2244338,70,529,Experiment started
12:12:41.3892,2245201,70,528,Experiment started
12:12:42.2741,2246086,70,528,Experiment started
12:12:43.1097,2246920,70,528,Experiment started
12:12:43.9534,2247762,70,528,Experiment started
12:12:44.7517,2248560,70,528,Experiment started
12:12:45.5262,2249336,70,529,Experiment started
12:12:46.2720,2250081,70,529,Experiment started
12:12:46.9966,2250805,70,528,Experiment started
12:12:47.7382,2251545,70,527,Experiment started
12:12:48.4921,2252302,70,529,Experiment started
12:12:49.2416,2253048,70,528,Button pressed: right
12:12:50.0683,2253877,70,530,Button pressed: right
12:12:50.9693,2254778,70,529,Button pressed: right
12:12:51.8629,2255671,70,529,Button pressed: right
12:12:52.7066,2256515,70,529,Button pressed: right
12:12:53.5708,2257378,70,529,Button pressed: right
12:12:54.4262,2258232,70,529,Button pressed: right
12:12:55.2581,2259066,70,529,Button pressed: right
12:12:56.0684,2259874,70,528,Button pressed: right
12:12:56.8592,2260667,70,529,Button pressed: right
12:12:57.6332,2261437,73,530,Button pressed: right
12:12:58.4031,2262209,73,528,Button pressed: right
12:12:59.2140,2263021,73,529,Button pressed: right
12:13:00.1971,2264002,73,529,Button pressed: right
12:13:01.1759,2264981,73,529,Button pressed: right
12:13:02.1102,2265913,73,529,Button pressed: right
12:13:03.0483,2266853,73,529,Button pressed: right
12:13:04.0024,2267804,73,528,Button pressed: right
12:13:04.8298,2268632,73,528,Button pressed: left
12:13:05.6779,2269481,73,528,Button pressed: left
12:13:06.5418,2270343,73,529,Button pressed: left
12:13:07.3981,2271201,73,529,Button pressed: left
12:13:08.2214,2272022,73,529,Button pressed: left
12:13:09.0118,2272815,73,528,Button pressed: left
12:13:09.8147,2273616,73,529,Button pressed: left
12:13:10.6580,2274461,73,528,Button pressed: left
12:13:11.4690,2275272,73,529,Button pressed: left
12:13:12.2554,2276056,73,529,Button pressed: left
12:13:13.0416,2276844,73,528,Button pressed: left
12:13:13.8360,2277639,73,529,Button pressed: left
12:13:14.6146,2278416,73,529,Button pressed: left
12:13:15.4375,2279236,70,528,Button pressed: left
12:13:16.4009,2280202,70,528,Button pressed: left
12:13:17.2518,2281051,70,529,Button pressed: left
12:13:18.0514,2281851,70,528,Button pressed: left
12:13:18.8620,2282659,70,529,Button pressed: left
12:13:19.6971,2283494,70,529,Button pressed: left
12:13:20.5166,2284316,70,529,Lights out
12:13:21.3478,2285146,70,529,Lights out
12:13:22.2160,2286014,70,528,Lights out
12:13:23.0767,2286872,70,529,Lights out
12:13:23.8669,2287665,70,530,Lights out
12:13:24.6169,2288413,70,530,Lights out
12:13:25.3413,2289138,70,269,Lights out
12:13:26.1073,2289905,70,185,Lights out
12:13:26.8814,2290680,70,190,Lights out
12:13:27.6435,2291438,70,193,Lights out
12:13:28.4014,2292198,70,188,Lights out
12:13:29.1875,2292982,70,179,Lights out
12:13:29.9661,2293762,70,179,Lights out
12:13:30.7028,2294499,70,182,Lights out
12:13:31.4443,2295240,70,187,Lights out
12:13:32.2102,2296003,75,189,Lights out
12:13:32.9677,2296762,75,192,Lights out
12:13:33.7006,2297496,75,193,Lights out
12:13:34.5077,2298302,75,196,Lights out
12:13:35.3635,2299157,75,195,Lights out
12:13:36.1217,2299915,75,195,Lights out
12:13:36.8551,2300649,75,196,Lights out
12:13:37.5957,2301388,75,495,Lights out
12:13:38.3334,2302127,75,503,Lights out
12:13:39.0586,2302852,75,199,Lights out
12:13:39.7708,2303564,75,203,Lights out
12:13:40.5082,2304299,75,203,Lights out
12:13:41.4012,2305193,75,202,Lights out
12:13:42.2773,2306071,75,202,Lights out
12:13:43.1129,2306904,75,205,Lights out
12:13:43.9409,2307733,75,207,Lights out
12:13:44.8133,2308602,75,213,Lights out
12:13:45.6485,2309441,75,212,Lights out
12:13:46.4799,2310272,75,214,Lights out
12:13:47.2954,2311084,75,211,Lights out
12:13:48.0686,2311858,75,204,Lights out
12:13:48.8313,2312621,75,300,Lights out
12:13:49.5966,2313385,75,518,Lights out
12:13:50.3590,2314149,75,208,Lights out
12:13:51.1329,2314923,75,209,Lights out
12:13:51.9482,2315736,75,207,Lights out
12:13:52.7585,2316549,75,204,Lights out
12:13:53.5207,2317310,75,203,Lights out
12:13:54.2620,2318052,75,204,Lights out
12:13:55.0485,2318834,75,206,Lights out
12:13:55.8917,2319678,75,208,Lights out
12:13:56.7072,2320496,75,212,Electricity activated
12:13:57.5510,2321340,75,212,Electricity activated
12:13:58.4066,2322192,75,210,Electricity activated
12:13:59.2011,2322988,75,211,Electricity activated
12:13:59.9756,2323762,75,212,Electricity activated
12:14:00.7706,2324556,75,528,Electricity activated
12:14:01.5176,2325300,75,529,Electricity activated
12:14:02.2000,2325987,75,528,Electricity activated
12:14:02.8917,2326676,75,528,Electricity activated
12:14:03.5926,2327378,75,529,Electricity activated
12:14:04.3003,2328087,75,529,Electricity activated
12:14:05.0174,2328802,77,528,Electricity activated
12:14:05.8412,2329626,77,529,Electricity activated
12:14:06.8116,2330597,77,528,Electricity activated
12:14:07.6715,2331455,77,529,Electricity activated
12:14:08.5236,2332309,77,528,Electricity activated
12:14:09.3756,2333158,77,530,Electricity activated
12:14:10.1906,2333974,77,529,Electricity activated
12:14:11.0056,2334788,77,528,Electricity activated
12:14:11.8456,2335628,77,528,Electricity activated
