Log: Subject 08
Current Time,Time (ms),Heart Rate (BPM),EDR,Event
17:09:58.5302,5848237,88,54,
17:09:59.1887,5848892,88,40,Experiment started
17:09:59.8728,5849580,88,47,Experiment started
17:10:00.5034,5850206,88,125,Experiment started
17:10:01.1750,5850881,88,123,Experiment started
17:10:01.8597,5851564,88,114,Experiment started
17:10:02.5270,5852232,88,47,Experiment started
17:10:03.1903,5852895,88,80,Experiment started
17:10:03.8873,5853589,88,245,Experiment started
17:10:04.5746,5854276,88,528,Experiment started
17:10:05.2343,5854938,88,81,Experiment started
17:10:05.8856,5855588,88,83,Experiment started
17:10:06.5288,5856230,88,491,Experiment started
17:10:07.2122,5856913,88,54,Experiment started
17:10:07.8805,5857581,88,56,Experiment started
17:10:08.5763,5858279,88,60,Experiment started
17:10:09.2812,5858983,88,57,Experiment started
17:10:09.9770,5859680,88,37,Experiment started
17:10:10.6330,5860334,89,32,Experiment started
17:10:11.3086,5861008,89,31,Experiment started
17:10:12.0002,5861703,89,31,Experiment started
17:10:12.6641,5862366,89,39,Experiment started
17:10:13.3444,5863043,89,48,Experiment started
17:10:14.0034,5863703,89,40,Experiment started
17:10:14.6672,5864369,89,28,Experiment started
17:10:15.3429,5865040,89,29,Experiment started
17:10:16.0182,5865718,89,43,Experiment started
17:10:16.6826,5866381,89,51,Experiment started
17:10:17.3456,5867041,89,198,Experiment started
17:10:18.0260,5867724,89,68,Experiment started
17:10:18.6971,5868397,89,73,Experiment started
17:10:19.3774,5869075,89,161,Experiment started
17:10:20.0443,5869741,89,528,Experiment started
17:10:20.7202,5870418,89,528,Experiment started
17:10:21.3926,5871088,89,529,Experiment started
17:10:22.0554,5871751,89,528,Experiment started
17:10:22.7457,5872430,89,15,Experiment started
17:10:23.4078,5873104,89,19,Experiment started
17:10:24.0753,5873771,89,30,Experiment started
17:10:24.7635,5874459,89,190,Experiment started
17:10:25.4511,5875147,89,85,Experiment started
17:10:26.1352,5875831,89,73,Experiment started
17:10:26.7825,5876480,89,56,Experiment started
17:10:27.4501,5877146,89,59,Experiment started
17:10:28.1057,5877799,89,60,Experiment started
17:10:28.7483,5878441,89,49,Experiment started
17:10:29.3875,5879085,89,54,Experiment started
17:10:30.0511,5879746,89,56,Experiment started
17:10:30.7388,5880432,89,331,Experiment started
17:10:31.4309,5881124,89,52,Experiment started
17:10:32.1233,5881817,89,47,Experiment started
17:10:32.7913,5882484,89,453,Experiment started
17:10:33.4627,5883155,89,84,Experiment started
17:10:34.1184,5883808,89,526,Experiment started
17:10:34.7899,5884482,89,528,Experiment started
17:10:35.4533,5885144,89,529,Experiment started
17:10:36.1286,5885822,89,529,Experiment started
17:10:36.8373,5886528,89,529,Experiment started
17:10:37.5175,5887207,89,529,Experiment started
17:10:38.2011,5887894,89,280,Experiment started
17:10:38.8981,5888589,89,512,Experiment started
17:10:39.5616,5889250,89,300,Experiment started
17:10:40.2411,5889932,89,34,Experiment started
17:10:40.8839,5890575,89,444,Experiment started
17:10:41.5108,5891202,89,527,Button pressed: right
17:10:42.1708,5891859,89,529,Button pressed: right
17:10:42.8419,5892531,89,528,Button pressed: right
17:10:43.5264,5893216,89,528,Button pressed: right
17:10:44.2382,5893929,89,529,Button pressed: right
17:10:44.9509,5894639,89,529,Button pressed: right
17:10:45.6722,5895360,89,23,Button pressed: right
17:10:46.3639,5896052,89,32,Button pressed: right
17:10:47.0561,5896745,89,34,Button pressed: right
17:10:47.7567,5897446,89,35,Button pressed: left
17:10:48.4329,5898120,89,371,Button pressed: left
17:10:49.1248,5898811,89,104,Button pressed: left
17:10:49.8460,5899533,89,49,Button pressed: left
17:10:50.5049,5900192,89,48,Button pressed: left
17:10:51.1404,5900827,89,45,Button pressed: left
17:10:51.9514,5901639,89,46,Button pressed: left
17:10:52.6549,5902342,89,49,Button pressed: left
17:10:53.3680,5903057,86,52,Button pressed: right
17:10:54.0930,5903780,86,55,Button pressed: right
17:10:54.7939,5904479,86,52,Button pressed: right
17:10:55.4820,5905167,86,45,Button pressed: right
17:10:56.1529,5905840,86,45,Button pressed: right
17:10:56.8042,5906491,86,57,Button pressed: right
17:10:57.4636,5907148,86,70,Button pressed: right
17:10:58.1561,5907840,86,378,Button pressed: left
17:10:58.8527,5908538,86,398,Button pressed: left
17:10:59.5815,5909267,86,362,Button pressed: left
17:11:00.3190,5910002,86,529,Button pressed: left
17:11:01.0026,5910684,86,528,Button pressed: left
17:11:01.6829,5911366,86,528,Button pressed: left
17:11:02.3744,5912056,86,528,Button pressed: left
17:11:03.0101,5912693,86,528,Button pressed: left
17:11:03.6607,5913345,86,528,Button pressed: left
17:11:04.3119,5913994,86,528,Button pressed: left
17:11:04.9839,5914664,86,528,Button pressed: left
17:11:05.7538,5915436,86,528,Button pressed: left
17:11:06.4419,5916122,86,529,Button pressed: left
17:11:07.1544,5916835,86,529,Button pressed: left
17:11:07.8795,5917559,87,529,Button pressed: left
17:11:08.5559,5918234,87,528,Lights out
17:11:09.2439,5918924,87,529,Lights out
17:11:09.9479,5919629,87,529,Lights out
17:11:10.6154,5920296,87,528,Lights out
17:11:11.3200,5921001,87,528,Lights out
17:11:12.0209,5921702,87,30,Lights out
17:11:12.7246,5922404,87,24,Lights out
17:11:13.3887,5923067,87,31,Lights out
17:11:14.1339,5923813,87,34,Lights out
17:11:14.8429,5924521,87,24,Lights out
17:11:15.5678,5925248,87,23,Lights out
17:11:16.2800,5925961,87,29,Lights out
17:11:16.9768,5926656,87,33,Lights out
17:11:17.6640,5927344,87,37,Lights out
17:11:18.3277,5928005,87,40,Lights out
17:11:18.9836,5928664,87,42,Lights out
17:11:19.6430,5929319,87,42,Lights out
17:11:20.2652,5929942,87,43,Lights out
17:11:20.9244,5930603,87,44,Lights out
17:11:21.6257,5931302,87,46,Lights out
17:11:22.3178,5931994,87,47,Lights out
17:11:23.0379,5932715,87,49,Lights out
17:11:23.7306,5933406,87,50,Lights out
17:11:24.5004,5934176,87,37,Lights out
17:11:25.2413,5934918,87,22,Lights out
17:11:25.9298,5935605,87,16,Lights out
17:11:26.6054,5936282,87,15,Lights out
17:11:27.2607,5936939,87,9,Lights out
17:11:27.9248,5937601,87,7,Lights out
17:11:28.5999,5938279,87,8,Lights out
17:11:29.2718,5938949,87,15,Lights out
17:11:29.9111,5939585,87,15,Lights out
17:11:30.5622,5940235,87,17,Lights out
17:11:31.1889,5940861,87,18,Lights out
