Log: Subject 38
Current Time,Time (ms),Heart Rate (BPM),EDR,Event
12:26:07.3728,3050931,96,0,
12:26:07.9627,3051524,96,1,
12:26:08.5479,3052107,96,1,Experiment started
12:26:09.0886,3052647,96,1,Experiment started
12:26:09.6543,3053214,96,1,Experiment started
12:26:10.2477,3053809,96,1,Experiment started
12:26:10.8375,3054395,96,1,Experiment started
12:26:11.4686,3055028,96,1,Experiment started
12:26:12.0094,3055568,96,1,Experiment started
12:26:12.6479,3056207,96,1,Experiment started
12:26:13.3525,3056911,89,1,Experiment started
12:26:14.2582,3057815,89,1,Experiment started
12:26:15.6584,3059217,89,0,Experiment started
12:26:16.3632,3059920,89,1,Experiment started
12:26:16.9821,3060537,89,0,Experiment started
12:26:17.6120,3061169,89,0,Experiment started
12:26:17.9973,3061556,89,1,Experiment started
12:26:18.7714,3062330,89,1,Experiment started
12:26:19.6968,3063255,89,1,Experiment started
12:26:21.0774,3064632,89,1,Experiment started
12:26:21.4096,3064965,89,1,Experiment started
12:26:22.1015,3065655,89,1,Experiment started
12:26:22.6337,3066188,89,1,Experiment started
12:26:23.1706,3066723,89,1,Experiment started
12:26:23.7107,3067267,89,1,Experiment started
12:26:24.2807,3067837,89,1,Experiment started
12:26:24.8411,3068394,89,1,Experiment started
12:26:25.3862,3068940,89,1,Experiment started
12:26:25.9723,3069526,89,1,Experiment started
12:26:26.5001,3070055,89,1,Experiment started
12:26:27.1474,3070699,89,1,Button pressed: right
12:26:27.8559,3071411,88,0,Button pressed: right
12:26:28.3801,3071936,88,1,Button pressed: right
12:26:29.1010,3072652,88,1,Button pressed: right
12:26:29.7361,3073287,88,1,Button pressed: right
12:26:30.3791,3073934,88,1,Button pressed: right
12:26:31.0424,3074595,88,1,Button pressed: right
12:26:31.6853,3075239,88,1,Button pressed: right
12:26:32.3777,3075930,88,1,Button pressed: right
12:26:33.0410,3076594,88,1,Button pressed: right
12:26:33.6847,3077235,88,1,Button pressed: right
12:26:34.3149,3077865,88,1,Button pressed: right
12:26:34.9620,3078514,88,1,Button pressed: right
12:26:35.6011,3079154,88,1,Button pressed: right
12:26:36.2111,3079760,88,0,Button pressed: right
12:26:36.7766,3080328,88,1,Button pressed: right
12:26:37.3338,3080885,88,1,Button pressed: right
12:26:37.8952,3081444,88,1,Button pressed: right
12:26:38.5174,3082065,88,1,Button pressed: right
12:26:39.1565,3082704,88,1,Button pressed: right
12:26:39.7866,3083335,88,1,Button pressed: left
12:26:40.3973,3083948,88,1,Button pressed: left
12:26:41.0482,3084599,94,1,Button pressed: left
12:26:41.4788,3085027,94,1,Button pressed: left
12:26:42.3101,3085858,94,1,Button pressed: left
12:26:42.9488,3086497,94,0,Button pressed: left
12:26:43.5550,3087104,94,1,Button pressed: left
12:26:44.1373,3087685,94,1,Button pressed: left
12:26:44.7147,3088264,94,1,Button pressed: left
12:26:45.2137,3088761,94,1,Button pressed: left
12:26:45.9680,3089514,94,1,Button pressed: right
12:26:46.4880,3090035,94,1,Button pressed: right
12:26:47.0819,3090630,94,1,Button pressed: right
12:26:47.6633,3091211,94,1,Button pressed: right
12:26:48.2242,3091771,94,1,Button pressed: right
12:26:48.8637,3092409,94,0,Button pressed: right
12:26:49.4691,3093017,94,1,Button pressed: right
12:26:50.0716,3093616,94,1,Button pressed: right
12:26:50.6896,3094235,94,1,Button pressed: right
12:26:51.3417,3094887,94,1,Button pressed: right
12:26:52.0379,3095584,94,1,Button pressed: right
12:26:52.7342,3096281,94,1,Button pressed: right
12:26:53.3896,3096936,94,1,Button pressed: right
12:26:54.0203,3097566,95,1,Button pressed: right
12:26:54.6832,3098228,95,1,Button pressed: right
12:26:55.4168,3098962,95,1,Button pressed: right
12:26:56.1129,3099658,95,1,Button pressed: right
12:26:56.7719,3100316,95,1,Button pressed: right
12:26:57.4316,3100974,95,1,Button pressed: right
12:26:58.0668,3101612,95,1,Button pressed: right
12:26:58.7509,3102292,95,1,Button pressed: right
12:26:59.3565,3102902,95,1,Button pressed: right
12:27:00.0199,3103562,95,0,Button pressed: right
12:27:00.6549,3104200,95,0,Button pressed: right
12:27:01.3432,3104886,95,1,Button pressed: right
12:27:02.0845,3105627,95,1,Button pressed: right
12:27:02.7322,3106274,95,1,Button pressed: right
12:27:03.4849,3107026,95,1,Button pressed: right
12:27:04.0094,3107551,95,1,Button pressed: right
12:27:04.1820,3107722,95,1,Button pressed: right
12:27:04.9189,3108461,95,1,Button pressed: right
12:27:05.3698,3108913,95,1,Button pressed: right
12:27:06.2255,3109767,95,1,Button pressed: right
12:27:06.8523,3110391,95,0,Button pressed: right
12:27:07.4627,3111003,93,1,Button pressed: right
12:27:08.0848,3111627,93,1,Button pressed: right
12:27:08.7652,3112306,93,1,Button pressed: right
12:27:09.4325,3112972,93,1,Button pressed: right
12:27:10.1242,3113665,93,1,Button pressed: right
12:27:10.7431,3114281,93,1,Button pressed: right
12:27:11.3980,3114940,93,1,Button pressed: right
12:27:12.0499,3115590,93,1,Button pressed: left
12:27:12.7833,3116322,93,0,Button pressed: left
12:27:13.3599,3116900,93,1,Button pressed: left
