Log: Subject 21
Current Time,Time (ms),Heart Rate (BPM),EDR,Event
14:49:36.4192,10667654,95,0,
14:49:37.0293,10668263,95,520,
14:49:37.6721,10668905,95,528,Experiment started
14:49:38.3966,10669629,95,529,Experiment started
14:49:39.1874,10670422,95,529,Experiment started
14:49:39.8545,10671089,95,529,Experiment started
14:49:40.4165,10671650,86,529,Experiment started
14:49:41.0177,10672250,86,529,Experiment started
14:49:41.6246,10672857,86,529,Experiment started
14:49:42.2260,10673461,86,528,Experiment started
14:49:42.8043,10674035,86,529,Experiment started
14:49:43.3323,10674566,86,529,Experiment started
14:49:43.8849,10675116,86,115,Experiment started
14:49:44.4501,10675686,86,1,Experiment started
14:49:45.0440,10676281,86,0,Experiment started
14:49:45.6671,10676902,86,1,Experiment started
14:49:46.2695,10677504,86,0,Experiment started
14:49:46.8216,10678055,86,1,Experiment started
14:49:47.3503,10678582,86,0,Experiment started
14:49:47.8746,10679107,86,0,Experiment started
14:49:48.4315,10679665,86,0,Experiment started
14:49:49.0623,10680295,86,1,Experiment started
14:49:49.7506,10680982,86,0,Experiment started
14:49:50.3857,10681617,86,0,Experiment started
14:49:50.9624,10682196,86,0,Experiment started
14:49:51.4953,10682730,86,0,Experiment started
14:49:52.0399,10683271,86,0,Experiment started
14:49:52.5971,10683830,103,1,Experiment started
14:49:53.2033,10684434,103,0,Experiment started
14:49:53.8418,10685074,103,0,Experiment started
14:49:54.4568,10685688,103,0,Experiment started
14:49:55.0540,10686283,103,0,Experiment started
14:49:55.7102,10686942,103,0,Experiment started
14:49:56.4264,10687655,103,0,Experiment started
14:49:57.2951,10688524,103,0,Experiment started
14:49:58.0849,10689314,103,526,Experiment started
14:49:58.7001,10689927,103,529,Experiment started
14:49:59.2938,10690518,103,108,Experiment started
14:49:59.8918,10691119,103,526,Experiment started
14:50:00.5225,10691749,103,528,Experiment started
14:50:01.1693,10692398,103,8,Experiment started
14:50:01.7920,10693019,103,526,Experiment started
14:50:02.4427,10693667,103,524,Experiment started
14:50:03.1150,10694342,103,529,Button pressed: left
14:50:03.9667,10695194,103,529,Button pressed: left
14:50:04.6874,10695911,103,529,Button pressed: left
14:50:05.3145,10696539,103,528,Button pressed: left
14:50:05.9697,10697195,103,529,Button pressed: left
14:50:06.7441,10697969,88,528,Button pressed: left
14:50:07.4648,10698689,88,530,Button pressed: left
14:50:08.1161,10699343,88,529,Button pressed: left
14:50:08.7797,10700006,88,528,Button pressed: left
14:50:09.6636,10700888,88,529,Button pressed: left
14:50:10.4997,10701725,88,528,Button pressed: left
14:50:11.2165,10702440,88,529,Button pressed: left
14:50:11.8227,10703046,88,529,Button pressed: left
14:50:12.4122,10703638,88,528,Button pressed: left
14:50:13.1214,10704345,88,529,Button pressed: left
14:50:14.0875,10705310,88,529,Button pressed: left
14:50:14.9312,10706154,88,530,Button pressed: left
14:50:15.7140,10706937,88,528,Button pressed: left
14:50:16.5327,10707758,88,528,Button pressed: left
14:50:17.3842,10708608,88,528,Button pressed: left
14:50:18.1224,10709346,88,529,Button pressed: left
14:50:18.7527,10709977,88,528,Button pressed: left
14:50:19.3631,10710587,88,528,Button pressed: left
14:50:20.2683,10711491,88,529,Button pressed: left
14:50:21.0958,10712320,88,529,Button pressed: left
14:50:21.7591,10712981,88,529,Button pressed: left
14:50:22.4105,10713633,80,528,Button pressed: left
14:50:23.1228,10714346,80,528,Button pressed: left
14:50:24.0078,10715231,80,528,Button pressed: left
14:50:24.7329,10715955,80,528,Button pressed: right
14:50:25.4327,10716656,80,8,Button pressed: right
14:50:26.1454,10717368,80,424,Button pressed: right
14:50:27.1082,10718327,80,529,Button pressed: right
14:50:27.8575,10719077,80,529,Button pressed: right
14:50:28.4839,10719706,80,527,Button pressed: right
14:50:29.0986,10720320,80,528,Button pressed: right
14:50:29.7420,10720963,80,528,Button pressed: right
14:50:30.4097,10721629,80,529,Button pressed: right
14:50:31.0358,10722255,80,528,Button pressed: right
14:50:31.6631,10722884,80,530,Button pressed: right
14:50:32.3139,10723533,80,527,Button pressed: right
14:50:33.0876,10724308,80,529,Button pressed: right
14:50:33.8741,10725093,80,527,Button pressed: right
14:50:34.5336,10725750,80,529,Button pressed: right
14:50:35.1438,10726363,80,529,Button pressed: right
14:50:35.7622,10726982,80,528,Button pressed: right
14:50:36.6387,10727856,80,529,Button pressed: right
14:50:37.4376,10728658,83,31,Button pressed: right
14:50:38.1140,10729332,83,444,Button pressed: right
14:50:38.7156,10729932,83,216,Button pressed: right
14:50:39.3181,10730533,83,524,Button pressed: right
14:50:39.9400,10731159,83,529,Lights out
14:50:40.8782,10732096,83,528,Lights out
14:50:41.6969,10732913,83,528,Lights out
14:50:42.4800,10733698,83,529,Lights out
14:50:43.2828,10734498,83,528,Lights out
14:50:44.0851,10735303,83,529,Lights out
14:50:44.7939,10736009,83,248,Lights out
14:50:45.4001,10736615,83,523,Lights out
14:50:45.9941,10737211,83,528,Lights out
14:50:46.6330,10737847,83,528,Lights out
14:50:47.2188,10738434,83,528,Lights out
14:50:47.8202,10739037,83,528,Lights out
14:50:48.4351,10739651,83,528,Lights out
14:50:49.0250,10740238,83,528,Lights out
14:50:49.6186,10740832,83,529,Lights out
14:50:50.2496,10741465,83,528,Lights out
14:50:50.9786,10742193,83,528,Lights out
14:50:51.7115,10742927,88,528,Lights out
14:50:52.3999,10743613,88,529,Lights out
14:50:53.0097,10744222,88,528,Lights out
14:50:53.5994,10744813,88,528,Lights out
14:50:54.2019,10745415,88,529,Lights out
14:50:54.8041,10746017,88,529,Lights out
14:50:55.4633,10746678,88,529,Lights out
14:50:56.1062,10747321,88,529,Lights out
14:50:56.7495,10747961,88,529,Lights out
14:50:57.4174,10748630,88,528,Lights out
14:50:58.1909,10749405,88,528,Lights out
14:50:58.9812,10750193,88,530,Lights out
14:50:59.6576,10750870,88,527,Lights out
