Log: Subject 24
Current Time,Time (ms),Heart Rate (BPM),EDR,Event
15:53:18.0782,14488309,79,524,
15:53:18.6557,14488888,79,45,
15:53:19.2334,14489467,79,3,Experiment started
15:53:19.7740,14490005,79,1,Experiment started
15:53:20.3634,14490595,79,47,Experiment started
15:53:20.9945,14491228,79,1,Experiment started
15:53:21.6702,14491899,79,1,Experiment started
15:53:22.8984,14493129,79,2,Experiment started
15:53:23.5620,14493792,79,5,Experiment started
15:53:24.2181,14494446,79,15,Experiment started
15:53:24.8488,14495078,79,80,Experiment started
15:53:25.4503,14495678,79,116,Experiment started
15:53:26.0686,14496300,79,67,Experiment started
15:53:26.7042,14496933,79,19,Experiment started
15:53:27.3635,14497591,79,525,Experiment started
15:53:27.9737,14498200,79,528,Experiment started
15:53:28.5636,14498790,79,503,Experiment started
15:53:29.1489,14499375,79,528,Experiment started
15:53:29.7596,14499986,79,529,Experiment started
15:53:30.4020,14500630,92,529,Experiment started
15:53:31.0206,14501246,92,528,Experiment started
15:53:31.5734,14501800,92,529,Experiment started
15:53:32.1387,14502365,92,528,Experiment started
15:53:32.7043,14502931,92,529,Experiment started
15:53:33.2648,14503492,92,529,Experiment started
15:53:33.8347,14504059,92,529,Experiment started
15:53:34.3746,14504601,92,529,Experiment started
15:53:35.0023,14505229,92,529,Experiment started
15:53:35.5958,14505822,92,529,Experiment started
15:53:36.2470,14506472,92,528,Experiment started
15:53:36.7463,14506972,92,528,Experiment started
15:53:37.3734,14507599,92,26,Experiment started
15:53:37.9714,14508199,92,1,Experiment started
15:53:38.5483,14508777,92,0,Experiment started
15:53:39.1755,14509402,92,1,Experiment started
15:53:39.7857,14510015,92,0,Experiment started
15:53:40.3750,14510601,92,0,Experiment started
15:53:40.9535,14511180,92,0,Experiment started
15:53:41.5427,14511770,92,0,Experiment started
15:53:42.1616,14512389,92,0,Experiment started
15:53:42.7751,14513001,102,1,Experiment started
15:53:43.3532,14513580,102,0,Button pressed: right
15:53:43.9389,14514162,102,1,Button pressed: right
15:53:44.4874,14514711,102,1,Button pressed: right
15:53:45.0607,14515287,102,1,Button pressed: right
15:53:45.6389,14515864,102,1,Button pressed: right
15:53:46.2160,14516439,102,0,Button pressed: right
15:53:46.7855,14517008,102,0,Button pressed: right
15:53:47.3215,14517544,102,0,Button pressed: right
15:53:47.9286,14518153,102,1,Button pressed: right
15:53:48.5710,14518794,102,0,Button pressed: right
15:53:49.1980,14519422,102,0,Button pressed: right
15:53:49.8161,14520040,102,0,Button pressed: right
15:53:50.3860,14520607,102,0,Button pressed: right
15:53:50.9634,14521188,102,1,Button pressed: right
15:53:51.5279,14521751,102,1,Button pressed: right
15:53:52.1549,14522378,102,1,Button pressed: right
15:53:52.7773,14522999,102,0,Button pressed: right
15:53:53.4086,14523631,102,0,Button pressed: right
15:53:54.6250,14524847,102,0,Button pressed: right
15:53:55.1649,14525387,102,3,Button pressed: right
15:53:55.7022,14525923,97,4,Button pressed: right
15:53:56.2175,14526441,97,2,Button pressed: left
15:53:56.7508,14526974,97,1,Button pressed: left
15:53:57.3399,14527561,97,1,Button pressed: left
15:53:57.9016,14528125,97,0,Button pressed: left
15:53:58.4953,14528714,97,287,Button pressed: left
15:53:59.1137,14529336,97,2,Button pressed: left
15:53:59.6875,14529909,97,0,Button pressed: left
15:54:00.2316,14530453,97,11,Button pressed: left
15:54:00.7603,14530982,97,0,Button pressed: left
15:54:01.3088,14531527,97,24,Button pressed: left
15:54:01.8823,14532103,97,527,Button pressed: left
15:54:02.4806,14532700,97,528,Button pressed: left
15:54:03.0500,14533268,97,55,Button pressed: left
15:54:03.5900,14533813,97,1,Button pressed: left
