Log: Subject 57
Current Time,Time (ms),Heart Rate (BPM),EDR,Event
17:20:26.9952,4404019,80,1,
17:20:27.8021,4404828,80,1,Experiment started
17:20:28.6738,4405698,80,1,Experiment started
17:20:29.4846,4406508,80,0,Experiment started
17:20:30.2136,4407238,80,0,Experiment started
17:20:30.9307,4407954,80,0,Experiment started
17:20:31.6883,4408714,80,0,Experiment started
17:20:32.5033,4409527,80,1,Experiment started
17:20:33.2491,4410270,80,1,Experiment started
17:20:33.9950,4411019,80,0,Experiment started
17:20:34.8299,4411853,77,1,Experiment started
17:20:35.6617,4412686,77,0,Experiment started
17:20:36.4482,4413470,77,1,Experiment started
17:20:37.1193,4414143,77,1,Experiment started
17:20:38.0737,4415096,77,0,Experiment started
17:20:38.7946,4415817,77,1,Experiment started
17:20:39.5684,4416592,77,1,Experiment started
17:20:40.3918,4417411,77,0,Experiment started
17:20:41.1091,4418130,77,1,Experiment started
17:20:41.8133,4418832,77,0,Experiment started
17:20:42.5591,4419580,77,0,Experiment started
17:20:43.2920,4420313,77,1,Experiment started
17:20:43.9761,4420994,77,0,Experiment started
17:20:44.7091,4421730,77,1,Experiment started
17:20:45.4467,4422466,77,1,Experiment started
17:20:46.2117,4423230,77,0,Experiment started
17:20:46.9290,4423948,77,0,Experiment started
17:20:47.6501,4424668,77,0,Experiment started
17:20:48.3095,4425329,77,2,Experiment started
17:20:48.9730,4425990,77,1,Experiment started
17:20:49.6654,4426683,77,0,Experiment started
17:20:50.3821,4427399,81,1,Experiment started
17:20:51.1190,4428133,81,366,Experiment started
17:20:51.7987,4428815,81,528,Experiment started
17:20:52.4501,4429464,81,192,Experiment started
17:20:53.1015,4430116,81,1,Experiment started
17:20:53.7891,4430804,81,1,Experiment started
17:20:54.4529,4431470,81,0,Experiment started
17:20:55.1367,4432152,81,1,Button pressed: right
17:20:55.8659,4432883,81,1,Button pressed: right
17:20:56.5953,4433607,81,504,Button pressed: right
17:20:57.2543,4434268,81,528,Button pressed: right
17:20:57.9384,4434952,81,529,Button pressed: right
17:20:58.6471,4435660,81,529,Button pressed: right
17:20:59.3389,4436350,81,528,Button pressed: right
17:20:59.9990,4437012,81,529,Button pressed: right
17:21:00.6906,4437704,81,529,Button pressed: right
17:21:01.4198,4438432,81,529,Button pressed: right
17:21:02.1206,4439133,81,529,Button pressed: right
17:21:02.8122,4439823,81,530,Button pressed: right
17:21:03.5457,4440558,81,528,Button pressed: right
17:21:04.3192,4441333,81,529,Button pressed: right
17:21:05.0327,4442043,86,529,Button pressed: right
17:21:05.7455,4442757,86,528,Button pressed: right
17:21:06.4744,4443485,86,528,Button pressed: right
17:21:07.1828,4444194,86,529,Button pressed: right
17:21:07.8869,4444898,86,529,Button pressed: right
17:21:08.5464,4445555,86,181,Button pressed: right
17:21:09.1932,4446205,86,5,Button pressed: right
17:21:09.8571,4446866,86,142,Button pressed: right
17:21:10.5908,4447602,86,30,Button pressed: right
17:21:11.2909,4448302,86,319,Button pressed: left
17:21:12.0033,4449011,86,116,Button pressed: left
17:21:12.7320,4449740,86,320,Button pressed: left
17:21:13.3955,4450406,86,529,Button pressed: left
17:21:14.0680,4451077,86,529,Button pressed: left
17:21:14.7726,4451779,86,254,Button pressed: left
17:21:15.4641,4452471,86,528,Button pressed: left
17:21:16.1243,4453133,86,529,Button pressed: left
17:21:16.8073,4453816,86,7,Button pressed: left
17:21:17.5288,4454537,86,528,Button pressed: left
17:21:18.2209,4455227,86,527,Button pressed: left
17:21:18.9126,4455919,86,115,Button pressed: left
17:21:19.6498,4456655,86,523,Button pressed: left
17:21:20.3796,4457388,86,527,Button pressed: left
17:21:21.0755,4458082,86,529,Button pressed: left
17:21:21.8086,4458813,86,528,Button pressed: left
17:21:22.5585,4459563,86,105,Button pressed: left
17:21:23.2505,4460256,86,528,Button pressed: left
17:21:23.9468,4460953,86,55,Button pressed: left
17:21:24.6758,4461681,86,527,Button pressed: left
17:21:25.3964,4462404,86,3,Button pressed: left
17:21:26.0930,4463102,86,1,Button pressed: left
17:21:26.8177,4463824,86,4,Lights out
17:21:27.5467,4464550,86,528,Lights out
17:21:28.2105,4465213,86,528,Lights out
17:21:28.9031,4465906,86,529,Lights out
17:21:29.5948,4466600,86,529,Lights out
17:21:30.3034,4467307,86,317,Lights out
17:21:30.9878,4467993,86,2,Lights out
17:21:31.6505,4468658,86,1,Lights out
17:21:32.3512,4469358,86,1,Lights out
17:21:33.0969,4470099,86,231,Lights out
17:21:33.8667,4470870,86,514,Lights out
17:21:34.5797,4471583,84,529,Lights out
17:21:35.3086,4472308,84,528,Lights out
17:21:36.0622,4473065,84,528,Lights out
17:21:36.8569,4473860,84,528,Lights out
17:21:37.6429,4474643,84,529,Lights out
