Log: Subject 09
Current Time,Time (ms),Heart Rate (BPM),EDR,Event
12:10:41.8045,1135548,96,41,
12:10:42.4431,1136187,96,40,Experiment started
12:10:43.0566,1136801,96,40,Experiment started
12:10:43.6546,1137400,96,41,Experiment started
12:10:44.2569,1138002,96,41,Experiment started
12:10:44.8346,1138579,96,42,Experiment started
12:10:45.4364,1139182,96,41,Experiment started
12:10:46.0878,1139829,96,41,Experiment started
12:10:46.7315,1140475,96,39,Experiment started
12:10:47.3334,1141075,96,38,Experiment started
12:10:47.9888,1141732,96,38,Experiment started
12:10:48.6359,1142378,96,38,Experiment started
12:10:49.2623,1143006,96,38,Experiment started
12:10:49.8884,1143631,96,39,Experiment started
12:10:50.5325,1144274,96,39,Experiment started
12:10:51.1418,1144885,96,40,Experiment started
12:10:51.7157,1145456,96,41,Experiment started
12:10:52.3053,1146048,96,41,Experiment started
12:10:52.8866,1146628,96,42,Experiment started
12:10:53.5059,1147246,97,43,Experiment started
12:10:54.1078,1147849,97,44,Experiment started
12:10:54.7140,1148453,97,46,Experiment started
12:10:55.3033,1149045,97,46,Experiment started
12:10:55.9176,1149660,97,48,Experiment started
12:10:56.5976,1150341,97,49,Experiment started
12:10:57.2816,1151023,97,50,Experiment started
12:10:57.8507,1151592,97,50,Experiment started
12:10:58.4536,1152194,97,50,Experiment started
12:10:59.1081,1152850,97,51,Experiment started
12:10:59.7353,1153473,97,51,Experiment started
12:11:00.3949,1154135,97,50,Experiment started
12:11:01.0086,1154748,97,49,Experiment started
12:11:01.6763,1155417,97,48,Experiment started
12:11:02.2628,1156001,97,48,Experiment started
12:11:02.8805,1156617,97,144,Experiment started
12:11:03.5243,1157264,97,98,Experiment started
12:11:04.1425,1157880,97,222,Experiment started
12:11:04.6993,1158437,97,74,Experiment started
12:11:05.2890,1159028,97,55,Experiment started
12:11:05.8706,1159611,97,56,Experiment started
12:11:06.3904,1160128,97,56,Experiment started
12:11:06.9357,1160672,97,65,Experiment started
12:11:07.5208,1161259,97,67,Experiment started
12:11:08.0496,1161788,97,67,Experiment started
12:11:08.5981,1162335,97,66,Experiment started
12:11:09.8847,1163624,97,61,Experiment started
12:11:10.6468,1164385,97,61,Experiment started
12:11:11.2072,1164944,97,61,Experiment started
12:11:11.9241,1165660,97,60,Experiment started
12:11:12.5265,1166263,97,61,Experiment started
12:11:13.2435,1166980,97,64,Experiment started
12:11:13.8124,1167550,97,66,Experiment started
12:11:14.4802,1168217,97,70,Experiment started
12:11:15.0615,1168799,97,70,Experiment started
12:11:15.6470,1169382,97,64,Experiment started
12:11:16.2002,1169935,97,65,Experiment started
12:11:17.1302,1170866,97,66,Experiment started
12:11:17.9901,1171727,97,65,Experiment started
12:11:19.1159,1172850,97,63,Experiment started
12:11:19.6854,1173422,97,66,Experiment started
12:11:20.2344,1173967,97,64,Experiment started
12:11:20.9144,1174648,85,64,Experiment started
12:11:21.1564,1174889,85,63,Experiment started
12:11:21.4720,1175207,85,63,Experiment started
12:11:22.0859,1175819,85,63,Experiment started
12:11:22.7287,1176462,85,65,Experiment started
12:11:23.3514,1177086,85,65,Experiment started
12:11:24.0154,1177750,85,66,Experiment started
12:11:24.6337,1178368,85,65,Experiment started
12:11:25.1907,1178923,85,65,Experiment started
12:11:25.8787,1179611,85,64,Experiment started
12:11:26.4853,1180219,85,63,Experiment started
12:11:27.1159,1180848,85,63,Experiment started
12:11:27.7425,1181475,85,63,Experiment started
12:11:28.3766,1182109,85,63,Experiment started
12:11:28.9951,1182728,85,63,Experiment started
12:11:29.6221,1183353,85,62,Experiment started
12:11:30.2363,1183967,85,63,Experiment started
12:11:30.8513,1184583,85,64,Experiment started
12:11:31.4656,1185200,85,65,Experiment started
12:11:32.0718,1185803,85,66,Experiment started
12:11:32.6534,1186383,85,67,Experiment started
12:11:33.2631,1186996,99,67,Experiment started
12:11:33.8575,1187587,99,68,Button pressed: right
12:11:34.5047,1188234,99,69,Button pressed: right
12:11:35.1103,1188842,99,70,Button pressed: right
12:11:35.6843,1189415,99,70,Button pressed: right
